oai:openimages.eu:1082810|"Groene leguanen zonnen in milkweed"||"Angiospermae;Apocynaceae;Asclepias nivea;Caribbean milkweed;Iguana iguana;Iguanidae;Reptilia;Squamata;amfibieën en reptielen;bedektzadigen;bewolkt;close;cultuurlandschappen;fauna;flora;groene leguaan;leguanen;maagdenpalmfamilie;middag;planten;poelen;reptielen;schubreptielen;struikgewas;totaal;wijd;zonnen;zonnig"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Verschillende groene leguanen liggen te zonnen op de takken van milkweed. Ze komen in opeenvolgende kaders nadrukkelijker in beeld. Het is te zien hoe ze van positie veranderen. Een van hen is beweeglijk. De iguana's komen in verschillende posities in beeld. Hun tekening en kleuren zijn zeer divers. Samengestelde clip. Diverse kaders."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2016-11-29|https://www.openbeelden.nl/media/1082810|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/82/1082870.1082814.VKA449_018_07-NAT00Z05DRG.mp4
oai:openimages.eu:1082775|"Bosanemoon bloeit in bos"||"Anemone nemorosa;Angiospermae;Ranunculaceae;Spermatopsida;bedektzadigen;bewolkt;bloeien;bomen;bosanemoon;close;extreem close;flora;groeien;hellingbos;middag;ochtend;planten;ranonkelfamilie;totaal;voorjaar;wijd;zaadplanten;zonnig"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Een zee van bosanemoon staat in bloei op een bosbodem in Zuid-Limburg. Het is vroeg in het voorjaar. Eerst is een heel tapijt van bloeiende bosanemoon in beeld. De hele bosbodem is ermee bedekt. In de achtergrond zijn bomen en boomstammen zichtbaar. Er zit nog nauwelijks blad aan de bomen. Via camerabeweging wordt de omvang van het bloeiende tapijt duidelijk. Vervolgens komen enkele bloeiende bloemen nadrukkelijker in beeld. Er staat een stevig windje zodat de bloemen een beetje heen en weer wiegen. Tenslotte komt ook een oude, gerestaureerde kapel in de omgeving in beeld. Samengestelde clip. Diverse kaders."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2016-04-01|https://www.openbeelden.nl/media/1082775|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/82/1082796.1082779.VKA301_001_10-NAT00Z05DE1.mp4
oai:openimages.eu:1082781|"Spiegeldikkopje foerageert op Jacobskruiskruid"||"Angiospermae;Asteraceae;Hesperiidae;Heteropterus morpheus;Insecta;Jacobaea vulgaris;Jacobskruiskruid;Lepidoptera;avond;bedektzadigen;bewolkt;close;composietenfamilie;dikkopjes;fauna;flora;foerageren;hoogveengebieden;insecten;lopen;planten;spiegeldikkopje;totaal;vliegen;vlinders;wijd;zomer"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Een spiegeldikkopje foerageert op Jacobskruiskruid. De vlinder opent zijn vleugels en klapt die ook weer dicht. De vlinder komt in enkele opeenvolgende kaders steeds nadrukkelijker in beeld. Daarna wordt het beeld weer wijder. Op het Jacobskruiskruid foerageert ook een rups van de sint-jacobsvlinder. Samengestelde clip. Diverse kaders. Beweging door wind."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2016-07-18|https://www.openbeelden.nl/media/1082781|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/82/1082819.1082785.VKA361_001_07-NAT00Z05DGU.mp4
oai:openimages.eu:1082804|"Green iguana loopt door het gras"||"Iguana iguana;Iguanidae;Reptilia;Squamata;amfibieën en reptielen;cultuurlandschappen;fauna;flora;groene leguaan;kijken;leguanen;lopen;middag;planten;poelen;reptielen;schubreptielen;totaal;zonnig"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Een groene iguana zit in het gras en kijkt rond. De bouw van het dier is goed te zien. Dan begint de iguana te lopen. Daarbij valt hij weg achter het gras, maar is nog wel te zien. Aan de oever stopt hij en zit stil. Dan is de kop weer goed zichtbaar. De keelflap valt op en zo ook de schubben op de onderkaak. Samengestelde clip. Diverse kaders."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2016-11-29|https://www.openbeelden.nl/media/1082804|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/82/1082852.1082808.VKA449_033_02-NAT00Z05DRH.mp4
oai:openimages.eu:1082711|"Phegeavlinder-rupsen kruipen uit bodem"||"Amata phegea;Arctiinae;Erebidae;Insecta;Lepidoptera;Phegeavlinder;beervlinders;bewolkt;bossen;close;extreem close;fauna;flora;insecten;kruipen;ochtend;spinneruilen;totaal;vlinders;voorjaar;voortbewegen;wijd;zonnig"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Op een vroege voorjaarsdag kruipen verschillende rupsen van de Phegeavlinder tussen de mossen aan de voet van een boom. De rupsen zijn close in beeld. In de achtergrond raast verkeer voorbij. In opeenvolgende kaders komen de rupsen steeds nadrukkelijker in beeld. Het is goed te zien hoe ze rondkruipen over het dikkopmos. Dan komt een van de rupsen nadrukkelijker in beeld. De korte haarborstels en de roodachtige bruine kop zijn herkenbaar. Daarna is weer een groepje in beeld en wordt het beeld opnieuw wijder. Samengestelde clip. Diverse kaders."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2016-04-01|https://www.openbeelden.nl/media/1082711|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/82/1082720.1082715.VKA300_017_11-NAT00Z05DE0.mp4
oai:openimages.eu:1056456|"Hommelzweefvlieg vliegt op"||"Insecta;Syrphidae;Urtica dioica;Volucella bombylans;Volucella bombylans var. bombylans;Volucella bombylans var. plumata;aardhommelimitator;aardhommelreus;bewolkt;bossen;close;cultuurlandschappen;diptera;fauna;grote brandnetel;hommelreus;hommelzweefvlieg;insecten;middag;mimicry;natuurontwikkelingsgebied;planten;rusten;steenhommelimitator;steenhommelreus;totaal;tweevleugeligen;vliegen;voorjaar;voortbewegen;weilanden;zonnig;zweefvliegen"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Een steenhommelreus en aardhommelreus rusten op brandnetel. Twee verschillende hommelzweefvliegen rusten op een brandnetel in een bosrand. De hommelzweefvliegen komen om de beurt in beeld. Eerst is de steenhommelreus te zien op de bladeren van brandnetel. De zweefvlieg rust en vliegt daarna op. Dit herhaalt zich. De steenhommelreus heeft een oranje achterlijftekening. Daarna komt de aardhommelreus in beeld. Deze heeft een witte achterlijftekening. Ook deze zweefvlieg rust op bladeren van de brandnetel en vliegt af en toe op. Ook dit herhaalt zich. Samengestelde clip. Beide zweefvliegen behoren tot dezelfde soort. Hun uiterlijke verschijning verschilt. Diverse kaders."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2014-05-25|https://www.openbeelden.nl/media/1056456|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/56/1056471.1056460.VKA137_016_06-NAT00Z050NT.mp4
oai:openimages.eu:1056462|"Witte krabspin schuilt in braam"||"Arachnida;Araneae;Bombus terrestris;Clytus arietis;Eristalis tenax;Misumena vatia;Rubus spec.;Thomisidae;aardhommel;avond;bewolkt;blinde bij;bossen;braam spec.;close;cultuurlandschappen;fauna;foerageren;gewonen krabspin;insecten;jagen;kleine wespenbok;krabspinnen;middag;natuurontwikkelingsgebied;planten;rusten;schuilen;spinachtigen;spinnen;totaal;verdedigen;voorjaar;weilanden;zonnig"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Op een bloeiende braam foerageren enkele bijen, hommels en andere insecten. Achtereenvolgens komen enkele bloeiende toppen in beeld waar insecten op zitten. Er zijn kleine kevers te zien en er landt een blinde bij (zweefvlieg). Deze zweefvlieg komt vervolgens nadrukkelijker in beeld. Dan verschuift het perspectief en is te zien hoe een witte krabspin onder een van de bloemhoofdjes schuilt. De spin klimt omhoog. Als de spin in een bloemhoofdje zit, landt er een aardhommel op de bloemen die letterlijk over de spin heen loopt. De spin beweegt en de hommel vliegt weg. Dan landt er een bij op de bloem. De bij foerageert en loopt daarbij om de spin heen. Zodra de spin beweegt, vliegt de bij weg. Vervolgens landt er een aardhommel die weer over de spin heen loopt. Als de spin zijn poten beweegt, vliegt de hommel weg. Samengestelde clip. Diverse kaders."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2014-05-25|https://www.openbeelden.nl/media/1056462|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/56/1056482.1056467.VKA137_001_07-NAT00Z050NS.mp4
oai:openimages.eu:1056373|"Bosbeekjuffers zetten eieren af"||"Calopterygidae;Calopteryx virgo;Dryopteris filix-mas;Impatiens spec.;Insecta;Odonata;Rubus spec.;Urtica dioica;Zygoptera;balts;baltsen;beekjuffers;beeklandschappen;bewolkt;bomen;bosbeekjuffer;bossen;braam spec.;close;dag;eieren afzetten;fauna;flora;grote brandnetel;insecten;juffers;libellen;mannetjesvaren;middag;ochtend;planten;rusten;springzaad spec.;totaal;vliegen;voorjaar;voortplanten;wijd;zomer;zonnig"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Bij een riviertje vliegen bosbeekjuffers. Ze voeren baltsvluchten uit en surfen op de waterplanten. Enkele vrouwtjes zetten hun eieren af in en onder water. Eerst is de biotoop in beeld: een snelstromend riviertje in een bos. In de verte is een brug te zien. In het snelstromende water slingeren waterplanten heen en weer. Boven die waterplanten fladderen bosbeekjuffers. In de verte is te zien hoe enkele juffers landen op de waterplanten. Daarna komen enkele fladderende mannetjes van de bosbeekjuffer nadrukkelijker in beeld. De baltsvluchten zijn goed te zien. De signaalfunctie van de diepblauwe vleugel is goed herkenbaar. Dan komt een vrouwtje van de bosbeekjuffer in beeld terwijl die op een van de bladeren van een waterplant op de stroming surft. Zij zet eieren af. Dit vrouwtje komt nadrukkelijker in beeld. Er fladdert een mannetje boven haar, waardoor ze wordt gestoord. Daarna verandert de beeldhoek en ook het kader wordt geleidelijk wijder. Er zijn weer fladderende bosbeekjuffers boven het water te zien. Samengestelde clip. Diverse kaders."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2014-06-06|https://www.openbeelden.nl/media/1056373|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/56/1056394.1056377.VKA138_003_10-NAT00Z050NW.mp4
oai:openimages.eu:1056379|"Bosbeekjuffers baltsen en paren"||"Calopterygidae;Calopteryx virgo;Dryopteris filix-mas;Impatiens spec.;Insecta;Odonata;Rubus spec.;Urtica dioica;Zygoptera;baltsen;beekjuffers;beeklandschappen;bewolkt;bomen;bosbeekjuffer;bossen;braam spec.;close;dag;extreem close;fauna;flora;grote brandnetel;insecten;juffers;klapwieken;libellen;mannetjesvaren;middag;ochtend;paringswiel;planten;rusten;springzaad spec.;totaal;vliegen;voorjaar;voortplanten;wijd;zomer;zonnig"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Een smal riviertje stroomt door een bos. Boven het riviertje vliegen bosbeekjuffers. De bosbeekjuffers voeren balts- en territoriumvluchten uit. Eerst is het riviertje te zien. In de verte ligt een brug over de rivier. Er rijdt een auto over de brug. De rivieroevers zijn begroeid met varens en overhangende struiken. Het water stroomt. In de waterstroom slingeren waterplanten heen en weer. Het riviertje komt vanuit een laag standpunt in verschillende kaders in beeld. Er vliegen vooral mannetjes van de bosbeekjuffer rond. De vliegende mannetjes komen vervolgens nadrukkelijker in beeld. Het is goed te zien dat ze op elkaar reageren tijdens hun baltsvluchten. Dan komt een paringswiel in beeld. Een mannetje en vrouwtje van de bosbeekjuffer paren. Het mannetje heeft het vrouwtje vast achter de kop, terwijl het vrouwtje met haar achterlijf is verbonden met het secundaire geslachtsorgaan van het mannetje. Dit paringswiel komt nadrukkelijk in beeld. Vervolgens zijn enkele exemplaren van de bosbeekjuffer te zien. Eerst is een vrouwtje te zien in diverse kaders en dan een mannetje. De mannetjes klapwieken met hun vleugels om aandacht te trekken. Ze vliegen af en toe op en komen vanuit diverse hoeken in beeld. Daarna is een groep mannetjes in beeld op een overhangende varen. Er is goed te zien hoe de verschillende manntjes op elkaar reageren door te klapwieken en op te vliegen. Even later zit op dezelfde struik een parend koppeltje. Een andere vrouwtje landt in de buurt. Het paringswiel komt vervolgens nadrukkelijker in beeld. Daarbij is goed te zien hoe het mannetje en vrouwtje pompen met hun verbonden geslachtsorgaan. Tenslotte zijn nog enkele portretten van een vrouwtje in beeld. Samengestelde clip. Diverse kaders."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2014-06-06|https://www.openbeelden.nl/media/1056379|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/56/1056427.1056383.VKA138_002_21-NAT00Z050NV.mp4
oai:openimages.eu:1056385|"Krabspin jaagt op brandnetel"||"Arachnida;Araneae;Thomisidae;Urtica dioica;Xysticus bifasciatus;avond;bewolkt;bossen;close;cultuurlandschappen;extreem close;fauna;grote brandnetel;jagen;krabspinnen;lopen;middag;natuurontwikkelingsgebied;planten;rusten;spinachtigen;spinnen;steppestruikkrabspin;totaal;voorjaar;voortbewegen;weilanden;zonnig"|"Clip gemaakt in de natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl)."|"Een steppestruikkrabspin (mannetje) loopt en zit op het blad van een gewone brandnetel. De spin zit op het puntje van het blad. De kenmerkende plaatsing van de poten is goed te zien. Zo ook de lichaamsbouw. De palpen zijn opvallend groot. De krabspin rommelt met spinrag en klimt meerdere malen over de punt van het blad. Ook ""zeilt' hij langs een van de draden uit beeld. Iets later is hij te zien op een blad dat lager is gelegen. Daar klimt de spin omhoog en loopt rond een bloemhoofdje. Wanneer de spin hier overheen loopt, glinstert de 'veiligheidsdraad' waarmee hij zichzelf zekert. De spin is dan van achter te zien. De spintepels zijn duidelijk herkenbaar. De steppestruikkrabspin loopt over de groeitop van de grote brandnetel heen en komt weer uit bij het bovenste blad. Hier blijft hij zitten met de poten in de, voor krabspinnen, karakteristieke gespreide stand. Samengestelde clip."|"Veldkijker (producent);Willem Berents (camera);Stichting Natuurbeelden"|2014-05-25|https://www.openbeelden.nl/media/1056385|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/56/1056406.1056390.VKA137_021_08-NAT00Z050NU.mp4
