oai:openimages.eu:1152825|"Vijf ministers conferentie"|"Weekjournaal van Polygoon Hollands Nieuws van week 30 uit 1948."||"In Den Haag komen de ministers van Buitenlandse Zaken van Nederland, Groot-Brittannië, België, Frankrijk en Luxemburg bijeen om deel te nemen aan de conferentie van de Consultatieve Raad van de West-Europese Unie. De eerste officiële ontmoeting vindt plaats in het ministerie van Buitenlandse Zaken. SHOTS: - De ministers E. Bevin (G.B.), G. Bidault (Frankrijk), P.H. Spaak (België), Dupong(?) (Luxemburg?), worden in het Frans toegesproken door de Nederlandse minister van Buitenlandse Zaken mr. C.G.W.H. baron van Boetzelaer van Oosterhout; - de heren poseren op de trappen van Paleis Huis ten Bosch; stappen in hun auto's; rijden weg. 49:50 vlnr Bevin, Bidault, Boetzelaer, Spaak, Dupong."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-07-19|https://www.openbeelden.nl/media/1152825|https://creativecommons.org/publicdomain/zero/1.0/|https://www.openbeelden.nl/files/11/52/1152829.1152824.WEEKNUMMER483-HRE0000DEF9_2891000_3011000.mp4
oai:openimages.eu:1152845|"Vierdaagse afstandsmarsen"|"Weekjournaal van Polygoon Hollands Nieuws van week 31 uit 1948."|wandelen;Vierdaagse|"In Nijmegen en omgeving worden, in de zinderende hitte, de traditionele Vierdaagse gelopen. SHOTS: - groepen en individuele wandelaars marcheren, sommigen zingend, voorbij; - onderweg worden de deelnemers verfrist met water: ze krijgen drinken aangeboden of drinken zelf uit, speciaal voor hen opgestelde, kranen en/of worden natgespoten."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-07-27|https://www.openbeelden.nl/media/1152845|https://creativecommons.org/publicdomain/mark/1.0/|https://www.openbeelden.nl/files/11/52/1152849.1152844.WEEKNUMMER483-HRE0001B08A_292960_440520.mp4
oai:openimages.eu:1152865|"Nieuwe klokken voor het stadhuis"|"Weekjournaal van Polygoon Hollands Nieuws van week 31 uit 1948."|carillons;gemeentehuizen;klokken;torens|"Tijdens de Tweede Wereldoorlog hebben de Duitsers de klokken van het carillon uit de stadhuistoren van Rotterdam gestolen om die om te smelten voor Duitse oorlogsdoeleinden. De nieuwe klokken, gegoten door Petit & Fritsen in Aarle-Rixtel, worden geïnstalleerd in de toren. SHOTS: - vier trucks met opleggers vervoeren de klokken over de Coolsingel; - ext. toren van het stadhuis; - de trucks arriveren bij het stadhuis; veel publieke belangstelling voor de klokken; - de klokken worden neergetakeld op houten balken op het bordes van het stadhuis en worden vervolgens door arbeiders met een lier centimeter voor centimeter naar binnen getrokken."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-07-24|https://www.openbeelden.nl/media/1152865|https://creativecommons.org/publicdomain/mark/1.0/|https://www.openbeelden.nl/files/11/52/1152869.1152864.WEEKNUMMER483-HRE0001B079_60000_129160.mp4
oai:openimages.eu:1153632|"Finales wielerkampioenschappen"|"Weekjournaal van Polygoon Hollands Nieuws van week 35 uit 1948."|"wielrennen;sprint;stayers, wielerwedstrijden;Olympisch Stadion;WK"|"In het uitverkochte Olympisch Stadion te Amsterdam worden de halve en hele finales verreden voor de wereldkampioenschappen sprint voor professionals. De Nederlandse renner Arie van Vliet wordt kampioen. Bij de stayers wint de Fransman Lamboly."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-08-01|https://www.openbeelden.nl/media/1153632|https://creativecommons.org/publicdomain/mark/1.0/|https://www.openbeelden.nl/files/11/53/1153636.1153631.WEEKNUMMER483-HRE0001B08D_2962360_3098760.mp4
oai:openimages.eu:1152887|"Opbouw van Arnhem"|"Weekjournaal van Polygoon Hollands Nieuws van week 31 uit 1948."||"In Arnhem wordt druk gebouwd aan woningen in een stadswijk die enkele maanden geleden nog een kale polder was. De eerste gereedgekomen woning wordt door burgemeester Matser officieel aan de bewoners overgedragen. SHOTS: - nieuwbouwwijk in aanbouw, de huizen verkeren in div. stadia van voltooiing; bouwvakkers aan het werk (metselaars, timmerlieden); - een grote menigte kijkt op straat toe hoe de burgemeester de voordeur opent voor de bewoners en hen naar binnen laat gaan."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-07-23|https://www.openbeelden.nl/media/1152887|https://creativecommons.org/publicdomain/mark/1.0/|https://www.openbeelden.nl/files/11/52/1152891.1152886.WEEKNUMMER483-HRE0001B07D_220080_293320.mp4
oai:openimages.eu:1152908|"Grote gebeurtenissen werpen hun schaduw vooruit"|"Weekjournaal van Polygoon Hollands Nieuws van week 32 uit 1948."|"feestverlichting;grachten;jubilea;paarden;troonopvolging;Gouden Koets;Nieuwe Kerk;Koninklijk Huis"|"Nederland bereidt zich voor op twee gebeurtenissen: het Gouden Jubileum van koningin Wilhelmina en de inhuldiging van Juliana als de nieuwe vorstin. SHOTS: 18:15 DEN HAAG Op de binnenplaats van de Koninklijke Stallen worden de Gouden Koets en de crême calèche geïnspecteerd en opgepoetst; om de paarden te wennen aan militaire muziek worden de dieren rondgeleid terwijl een klein orkestje flink wat herrie maakt; 19:34 AMSTERDAM - ext. en int. Nieuwe Kerk; in de kerk worden voorbereidingen getroffen: het koperen koorhek wordt schoongemaakt en gepoetst; in het middenschip wordt een pergola opgebouwd; elektriciëns leggen kabels aan; - aan de grachten wordt feestverlichting aangebracht aan de bomen en de bruggen; idem op een kerktoren."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-08-01|https://www.openbeelden.nl/media/1152908|https://creativecommons.org/publicdomain/mark/1.0/|https://www.openbeelden.nl/files/11/52/1152912.1152907.WEEKNUMMER483-HRE0001B089_1097000_1283680.mp4
oai:openimages.eu:1152927|"Amerikaanse studenten in ons land"|"Weekjournaal van Polygoon Hollands Nieuws van week 32 uit 1948."|haven;schepen;studenten|"Amerikaanse studenten bezoeken ons land op uitnodiging van het Nederlands Bureau voor Buitenlandse Studentenbetrekkingen. In Rotterdam zullen ze, aan boord van het schip ""Nieuw Amsterdam"", een college over de Marshall-hulp bijwonen. SHOTS: - de studenten gaan het stadhuis van Rotterdam binnen, waar ze in de Burgerzaal worden ze toegesproken door burgemeester P.J. Oud (nauwelijks herkenbaar); - de jongeren lopen in een lange rij over een steiger en gaan aan boord van een plezierboot; - de boot vaart hen door de haven naar de ""Nieuw Amsterdam"" die ligt aangemeerd aan de kade."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-07-30|https://www.openbeelden.nl/media/1152927|https://creativecommons.org/publicdomain/mark/1.0/|https://www.openbeelden.nl/files/11/52/1152931.1152926.WEEKNUMMER483-HRE0001B07F_676000_732200.mp4
oai:openimages.eu:1153610|"Tentoonstelling van meesterwerken van de Hollandse School in het Mauritshuis"|"Weekjournaal van Polygoon Hollands Nieuws van week 35 uit 1948."|schilderijen;tentoonstellingen;Mauritshuis|"De Engelse koning laat, bij wijze van gebaar naar de jubilerende koningin Wilhelmina, een aantal Hollandse meesterwerken uit zijn particuliere verzameling exposeren in het Mauritshuis in Den Haag. SHOTS: int. Mauritshuis; bezoekers; schilderijen van Rembrandt, Terborch, De Hoogh en Jan Steen."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-08-01|https://www.openbeelden.nl/media/1153610|https://creativecommons.org/publicdomain/mark/1.0/|https://www.openbeelden.nl/files/11/53/1153614.1153609.WEEKNUMMER483-HRE0001B07B_2436000_2520280.mp4
oai:openimages.eu:1152947|"Onze olympisch kampioenen weer thuis ontvangst van Fanny Blankers-Koen"|"Weekjournaal van Polygoon Hollands Nieuws van week 33 uit 1948."|"atletiek;menigte;huldigingen;Olympische Spelen;Blankers-Koen, Fanny"|"Na haar zegetocht op de Spelen in Londen 1948 arriveert viervoudig Olympisch atletiekkampioene Fanny Blankers-Koen per schip in Nederland om vandaar groots te worden gehuldigd in haar woonplaats Amsterdam. SHOTS: - per schip arriveert Blankers-Koen in Hoek van Holland: ze wordt onmiddellijk omstuwd door publiek en pers en legt een korte verklaring af: ""Ik heb het reuze leuk gehad, maar ik ben reuze blij dat ik thuis ben""; - bij de douane toont Blankers-Koen haar vier gouden medailles; - in Amsterdam maakt Blankers-Koen per rijtuig een zegetocht door de straten; ze wordt, samen met haar man en trainer Jan Blankers en haar zoontje en dochtertje, uitbundig toegejuicht door een enthousiaste mensenmassa; - in het stadhuis wordt Blankers-Koen toegesproken door burgemeester A.J. d'Ailly die als geschenk een boek overhandigt; dankwoord Blankers-Koen: ""Ik sta gewoon perplex""; - de Haarlemmermeerstraat, waar de familie Blankers woont, is volledig dichtgestroomd met mensen als de stoet komt aanrijden; veel mensen kijken toe vanaf de daken; de mensen zingen Blankers-Koen toe; over de hoofden van het publiek heen wordt het geschenk van de buurt doorgegeven: een fiets; - Blankers-Koen gaat, links en rechts handenschuddend, haar huis binnen en verschijnt, samen met haar man en kinderen op het balkon, alwaar ze wordt toegewuifd door het publiek."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-08-01|https://www.openbeelden.nl/media/1152947|https://creativecommons.org/publicdomain/mark/1.0/|https://www.openbeelden.nl/files/11/52/1152951.1152946.WEEKNUMMER483-HRE00003DC4_1582640_1859960.mp4
oai:openimages.eu:1153405|"Koninklijke Bibliotheek bestaat 150 jaar"|"Weekjournaal van Polygoon Hollands Nieuws van week 49 uit 1948"|bibliotheek;leeszaal;boeken|"De Koninklijke Bibliotheek aan de Lange Voorhout in Den Haag bestaat 150 jaar. SHOTS: ext. + int. met oa cataloguskamer, uitleenbureau, magazijnen, leeszaal en div. medewerkers."|"Polygoon Hollands Nieuws (producent) / Nederlands Instituut voor Beeld en Geluid (beheerder)"|1948-12-01|https://www.openbeelden.nl/media/1153405|https://creativecommons.org/publicdomain/mark/1.0/|https://www.openbeelden.nl/files/11/53/1153409.1153404.WEEKNUMMER484-HRE0000DF07_2334000_2464000.mp4
