oai:openimages.eu:1023337|"Trond Helge Torsvik - Extra footage"||"Geology;Tectonics;Geographers;Iceland;Earth sciences;Palaeogeography;Palaeogeology"|"Torsvik drilling in Icelandic rock; at the plate boundary betwoon North America and Europe; scenery shots of Iceland; Torsvik at a geothermal powerplant."||VPRO|2016-05-10|https://www.openbeelden.nl/media/1023337|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/23/1023341.Trond_Helge_Torsvik_br.mp4|
oai:openimages.eu:1023307|"Guy Consolmagno: Extra footage"||"Astronomy;Astrophysics;Meteorites;Philosophy;Religion;Christianity;Religious practice;Religion;Science"|"Guy Consolmagno on the structure of the universe and in a state of contemplation"||VPRO|2015-12-17|https://www.openbeelden.nl/media/1023307|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/23/1023311.Guy_Consolmagno_ex.mp4|
oai:openimages.eu:1023260|"Jean-Jacques Hublin: Extra footage 3"||"Archaeology;Archaeological excavations;Archaeological objects;Evolution;History;Palaeontology;Palaeolithic;Cultural history"|"Jean-Jacques Hublin takes a look on the excavation site in Leipzich and analyzes digitally some archaeological objects"||VPRO|2016-07-05|https://www.openbeelden.nl/media/1023260|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/23/1023264.Jean-Jacques_Hublin_ex2.mp4|
oai:openimages.eu:1023239|"Jean-Jacques Hublin: Extra footage 2"||"Fossils;Palaeontology;Palaeogeography;History;Evolution;Science;Cultural history"|"Jean-Jacques Hublin at home elaborating on fossils and what they learn us"||VPRO|2016-07-05|https://www.openbeelden.nl/media/1023239|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/23/1023243.Jean-Jacques_Hublin_ex.mp4|
oai:openimages.eu:1023175|"Yoshua Bengio: Extra Footage 3"||"Algorithms;equations;Artificial intelligence;Mathematical models;mathematical analysis;Neurology;neuroscience"|"Bengio elaborates on the equations he uses, their meaning, and on his favourite songs"||VPRO|2016-02-17|https://www.openbeelden.nl/media/1023175|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/23/1023179.Yoshua_Bengio_ex.mp4|
oai:openimages.eu:1023193|"Segenet Kelemu: Extra footage 2"||"Food preparation;Food consumption;Africa;African culture;Food supply;Agriculture;Agricultural development;World problems;Food preservation"|"A chef prepares locusts for consumption, and a look into a locust breeding box"||VPRO|2015-11-24|https://www.openbeelden.nl/media/1023193|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/23/1023197.Segenet_Kelemu_ex.mp4|
oai:openimages.eu:1023095|"Yoshua Bengio: Extra footage 2"||"Artificial intelligence;Computer programming;algorithms;Electronic learning"|"Bengio explains how computers and our brain exhibit 'deep learning' by employing multi-stage computing, and he reflects on the future of artificial intelligence"||VPRO|2016-02-17|https://www.openbeelden.nl/media/1023095|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/23/1023099.Yoshua_Bengio_ex3.mp4|
oai:openimages.eu:1023078|"Yoshua Bengio Extra Footage 1: Brainstorm with students"||"Artificial intelligence"|"Bengio walking to a classroom; talking with students at the Montreal Institute for Learning Algorithms on generalizing the principle of backpropagation"||VPRO|2016-02-18|https://www.openbeelden.nl/media/1023078|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/23/1023082.Yoshua_Bengio_ex2.mp4|
oai:openimages.eu:1023034|"Pascale Fung: extra footage"||"robotics;algorithms;emotions;artificial intelligence;modernisation;empathy"|"Fung visits the Hong Kong Electronic fair, interacts with a digital robot, strolls on the beach, plays with her kids, and visits her flamenco class"||VPRO|2016-04-15|https://www.openbeelden.nl/media/1023034|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/23/1023038.Pascale_Fung_br.mp4|
oai:openimages.eu:1004470|"Innovator Susant Pattnaik on how to impact your local community"||"Innovation behaviour;Entrepreneur;Innovator;Technology;local challenges;Creative thinking;Future society;Empowerment"|"Susant Pattnaik talks about how he wants to tackle local challenges and what the future will bring if a next generation starts innovating"||VPRO|2016-09-11|https://www.openbeelden.nl/media/1004470|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/04/1004474.Susant_Pattnaik.mp4|
oai:openimages.eu:1004354|"Segenet Kelemu on how Africa can conquer the world through its knowledge of the world of insects"||"Plants;Plant biology;Plant pathology;Entomology;Food technology;Food;Insects;Symbiosis"|"Segenet Kelemu on how Africa can conquer the world through its knowledge of the world of insects, creating new medicines and herbicides and sustainable food systems."||VPRO|2015-11-24|https://www.openbeelden.nl/media/1004354|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/04/1004358.Segenet_Kelemu.mp4|
oai:openimages.eu:1004205|"John List on changing the rules of economy"||"Economics;Sociology;Economic behaviour;Markets;Education;Charitable giving;Social welfare;Field experiments;Discrimination;Social inequality"|"Using field experiments in economy creating a more honest system and equally distributed wealth."||VPRO|2016-10-25|https://www.openbeelden.nl/media/1004205|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/04/1004209.John_List.mp4|
oai:openimages.eu:1004044|"Carolina Cruz on how virtual reality will shape the world of tomorrow"||"Virtual reality;Computer science;Video games;Educational games;Medical research;Mathematics;Identity;Technology;Health"|"Virtual reality pioneer Carolina Cruz shows us what happens when the real and the virtual world intersect."||VPRO|2016-07-06|https://www.openbeelden.nl/media/1004044|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/04/1004048.Carolina_Cruz.mp4|
oai:openimages.eu:1004013|"Pascal Fung on building robots with empathy"||"Robotics;Computer science;Speech recogniton;Visual recognition;Emotions;Empathy;Algorithms;Machine learning;Artificial intelligence;Arts;Dance"|"Building robots and machines with empathy"||VPRO|2016-04-15|https://www.openbeelden.nl/media/1004013|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/04/1004017.Pascale_Fung.mp4|
oai:openimages.eu:1003870|"Neuroscientist Miguel Nicolelis on connecting brains and machines"||"Neurobiology;Neurology;Brain machine interface;Brain;Medical rehabilitation;Robotics;Artificial brain;Bionics;Mind control;Neuroengineering"|"Brazilian neuroscientist Miguel Nicolelis about the possible to create an organic computer and a brain net by connecting human brains."||VPRO|2016-02-28|https://www.openbeelden.nl/media/1003870|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/03/1003874.Miguel_Nicolelis.mp4|
oai:openimages.eu:1003891|"Virus hunter Ron Fouchier on conquering the virus world"||"Virology;Viruses;Pandemic;Microbiology;Swine flu;Bird flu;Mexican flu;Medical sciences;Wild animals;Birds;Preventive medicine;Virotherapy;Diseases"|"Virus hunter Ron Fouchier on understanding the evolution of viruses in order to protect mankind and animals from virus attacks and even using viruses as a future treatment for deadly diseases such as cancers."||VPRO|2016-03-23|https://www.openbeelden.nl/media/1003891|https://creativecommons.org/licenses/by-sa/3.0/nl/|https://www.openbeelden.nl/files/10/03/1003895.Ron_Fouchier.mp4|
